"id","選手","名前(フリガナ)","ロングリスト","所属部門","team_id","team","pos1","pos2","pos3","投","打","身長","体重","年齢","生年月日","編成","選手登録状態","出場枠","対象年度","指名チーム","ドラフト巡","出身チーム","入団年度","本年度登録","通算登録","通算登録(日)","最新通算登録","最新通算登録(日)","FA日数","FA日数(日)","最新FA日数","最新FA日数(日)","国内FA権","残日数（国内）","最新残日数（国内）","海外FA権","残日数（海外）","最新残日数（海外）","評S","現在評価","現在評価最高","将来評価","将来評価最高","2015年予想","2016年予想","2017年予想","2018年予想","フル数","所属リーグ","短縮名","英語表示名","正式名称","real_name","real_name_furigana","real_name_in_english","担当スカウト1","担当スカウト2","担当スカウト3","国籍","現所属チーム","前所属チーム","２つ前所属チーム","F-ID","BR-ID","ホームタウン","NPB選手ID","プロ志望届","2015年予想最高","2016年予想最高","2017年予想最高","2018年予想最高","MLBcom選手ID","2019年予想","2020年予想","2021年予想","2022年予想","2023年予想","2024年予想","2025年予想","2026年予想","2027年予想","2028年予想","2019年予想最高","2020年予想最高","2021年予想最高","2022年予想最高","2023年予想最高","2024年予想最高","2025年予想最高","2026年予想最高","2027年予想最高","2028年予想最高","育成⇒支配下契約日","支配下⇒育成契約日","翌三末時点年齢","背番号"
"1073225778","ウィーラー","ゼラス　ウィーラー","プロ(楽天)","楽天","210606393","楽天","内野手","三塁手","なし","右","右","178","100","33","1987-01-16","支配下","2軍","外国人選手(外国人枠)","2019","","外国人契約","","2015年","161","4年134日","714","4年134日","714","4年134日","714","4年134日","714","8年","446","446","9年","591","591","N","31.7","35","0.0","","31.7","31.7","31.7","31.7","3","パ・リーグ","ウィーラー","Zelous Wheeler","Zelous Wheeler","ゼラス　ラマー　ウィーラー","ゼラス　ラマー　ウィーラー","Zelous Lamar Wheeler","","","","アメリカ","楽天","New York(AL)","Baltimore","8822","f77e45e1","0","03105130","","35","35","35","35","519412","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","33","40"
"1073216969","福山　博之","フクヤマ　ヒロユキ","プロ(楽天)","楽天","210606393","楽天","投手","中継ぎ","先発","右","右","172","70","30","1989-03-27","育成","2軍","日本人選手","2019","横浜","ドラフト6位","大阪商業大","2011年","31","6年40日","910","6年40日","910","6年40日","910","6年40日","910","7年","105","105","9年","395","395","N","20.0","30","15.0","15","30.0","30.0","25.0","25.0","2","パ・リーグ","福山","Hiroyuki Fukuyama","福山　博之","福山　博之","フクヤマ　ヒロユキ","Hiroyuki Fukuyama","","","","日本","楽天","無所属","楽天","","","0","71475133","","30","30","25","25","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","31","164"
"1073217717","島内　宏明","シマウチ　ヒロアキ","プロ(楽天)","楽天","210606393","楽天","外野手","左翼手","右翼手","左","左","180","75","29","1990-02-02","支配下","2軍","日本人選手","2019","楽天","ドラフト6位","明治大","2012年","193","6年59日","929","6年59日","929","6年59日","929","6年59日","929","7年","86","86","9年","376","376","N","20.0","25","37.5","40","30.0","35.0","35.0","35.0","3","パ・リーグ","島内","Hiroaki Shimauchi","島内　宏明","島内　宏明","シマウチ　ヒロアキ","Hiroaki Shimauchi","","","","日本","楽天","明治大","星稜","","","0","71975135","","30","35","35","35","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","30","35"
"1073217739","辛島　航","カラシマ　ワタル","プロ(楽天)","楽天","210606393","楽天","投手","先発","中継ぎ","左","左","173","72","29","1990-10-18","支配下","2軍","日本人選手","2019","楽天","ドラフト6位","飯塚","2009年","165","7年10日","1025","7年10日","1025","7年10日","1025","7年10日","1025","8年","135","135","9年","280","280","N","22.5","25","35.0","35","30.0","35.0","35.0","35.0","2","パ・リーグ","辛島","Wataru Karashima","辛島　航","辛島　航","カラシマ　ワタル","Wataru Karashima","","","","日本","楽天","飯塚","","","","0","01505118","","30","35","35","35","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","29","58"
"1073221681","松井　裕樹","マツイ　ユウキ","プロ(楽天)","楽天","210606393","楽天","投手","抑え","先発","左","左","174","74","24","1995-10-30","支配下","2軍","日本人選手","2019","楽天","ドラフト1巡目","桐光学園","2014年","183","6年0日","870","6年0日","870","6年0日","870","6年0日","870","8年","290","290","9年","435","435","N","17.5","25","33.6","45","30.0","35.0","40.0","40.0","12","パ・リーグ","松井裕","Yuki Matsui","松井　裕樹","松井　裕樹","マツイ　ユウキ","Yuki Matsui","","","","日本","楽天","桐光学園","青葉緑東","","","0","81285139","","30","35","40","40","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","24","1"
"908933387","足立　祐一","アダチ　ユウイチ","プロ(楽天)","楽天","210606393","楽天","捕手","捕手","なし","右","右","178","83","30","1989-09-22","支配下","2軍","日本人選手","2019","楽天","ドラフト6巡目","パナソニック","2016年","91","3年13日","448","3年13日","448","3年13日","448","3年13日","448","7年","567","567","9年","857","857","N","22.5","25","0.0","","25.0","30.0","30.0","33.8","4","パ・リーグ","足立","Yuichi Adachi","足立　祐一","足立　祐一","アダチ　ユウイチ","Yuichi Adachi","","","","日本","楽天","パナソニック","神奈川大","","","0","41145132","","25","30","30","35","","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35","","","","","","","","","","","","30","44"
"1073217694","塩見　貴洋","シオミ　タカヒロ","プロ(楽天)","楽天","210606393","楽天","投手","先発","中継ぎ","左","左","182","77","31","1988-09-06","支配下","2軍","日本人選手","2019","楽天","ドラフト1位","八戸学院大","2011年","78","6年37日","907","6年37日","907","6年37日","907","6年37日","907","7年","108","108","9年","398","398","N","20.0","25","32.5","45","25.0","25.0","25.0","20.0","3","パ・リーグ","塩見","Takahiro Shiomi","塩見　貴洋","塩見　貴洋","シオミ　タカヒロ","Takahiro Shiomi","","","","日本","楽天","八戸学院大","帝京第五","","","0","11015133","","25","25","25","20","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","31","17"
"1073217723","青山　浩二","アオヤマ　コウジ","プロ(楽天)","楽天","210606393","楽天","投手","中継ぎ","抑え","右","右","180","80","36","1983-08-12","支配下","2軍","日本人選手","2019","楽天","大学生・社会人ドラフト3巡目","八戸学院大","2006年","183","12年137日","1877","12年137日","1877","12年137日","1877","12年137日","1877","8年","0","0","9年","0","0","N","27.5","30","30.0","30","25.0","25.0","20.0","20.0","2","パ・リーグ","青山","Koji Aoyama","青山　浩二","青山　浩二","アオヤマ　コウジ","Koji Aoyama","","","","日本","楽天","八戸学院大","函館工","","","0","91195112","","25","25","20","20","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","36","41"
"1073217090","久保　裕也","クボ　ユウヤ","プロ(楽天)","楽天","210606393","楽天","投手","中継ぎ","なし","右","右","177","78","39","1980-05-23","支配下","2軍","日本人選手","2019","巨人","ドラフト自由枠","東海大","2003年","90","10年30日","1480","10年30日","1480","10年30日","1480","10年30日","1480","8年","0","0","9年","0","0","N","20.0","20","0.0","","20.0","20.0","20.0","20.0","1","パ・リーグ","久保","Yuya Kubo","久保　裕也","久保　裕也","クボ　ユウヤ","Yuya Kubo","","","","日本","楽天","楽天","無所属","","","0","21725117","","20","20","20","20","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","2018-05-05","2018-01-31","39","91"
"1073225188","フェルナンド","ルシアノ　フェルナンド","プロ(楽天)","楽天","210606393","楽天","外野手","左翼手","中堅手","右","右","175","79","27","1992-04-13","支配下","2軍","日本人選手","2019","楽天","ドラフト4巡目","白鷗大","2015年","34","138日","138","138日","138","138日","138","138日","138","8年","1022","1022","9年","1167","1167","N","17.5","20","0.0","","20.0","25.0","27.5","32.5","2","パ・リーグ","フェルナンド","Luciano Fernando","ルシアノ　フェルナンド","ルシアノ　フェルナンド","ルシアノ　フェルナンド","Luciano Fernando","","","","ブラジル","楽天","無所属","楽天","","","0","81485130","","20","25","30","35","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","27","97"
"1073221672","安樂　智大","アンラク　トモヒロ","プロ(楽天)","楽天","210606393","楽天","投手","先発","なし","右","左","186","87","23","1996-11-04","支配下","2軍","日本人選手","2019","楽天","ドラフト1巡目","済美","2015年","","","","1年56日","201","","","1年56日","201","8年","","959","9年","","1104","N","11.7","15","0.0","","19.2","23.3","29.2","32.5","6","パ・リーグ","安樂","Tomohiro Anraku","安楽　智大","安樂　智大","アンラク　トモヒロ","Tomohiro Anraku","","","","日本","楽天","済美","松山クラブ","","","0","71175130","","30","30","40","45","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","23","20"
"727031073","森　雄大","モリ　ユウダイ","プロ(楽天)","楽天","210606393","楽天","投手","先発","なし","左","左","184","74","25","1994-08-19","育成","2軍","日本人選手","2019","楽天","ドラフト1位","東福岡","2013年","0","1年16日","161","1年16日","161","1年16日","161","1年16日","161","8年","999","999","9年","1144","1144","N","15.0","25","40.8","50","15.0","20.0","25.0","30.0","7","パ・リーグ","森","Yudai Mori","森　雄大","森　雄大","モリ　ユウダイ","Yudai Mori","","","","日本","楽天","無所属","楽天","","","0","91495137","","15","20","25","30","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","25","016"
"1048012780","下妻　貴寛","シモツマ　タカヒロ","プロ(楽天)","楽天","210606393","楽天","捕手","捕手","なし","右","右","186","85","25","1994-04-15","育成","2軍","日本人選手","2019","楽天","ドラフト4位","酒田南","2013年","0","94日","94","94日","94","94日","94","94日","94","8年","1066","1066","9年","1211","1211","N","9.4","15","30.0","35","15.0","20.0","25.0","30.0","8","パ・リーグ","下妻","Takahiro Shimotsuma","下妻　貴寛","下妻　貴寛","シモツマ　タカヒロ","Takahiro Shimotsuma","","","","日本","楽天","無所属","楽天","","","1","01705137","","15","20","25","30","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","25","139"
"1073217704","戸村　健次","トムラ　ケンジ","プロ(楽天)","不明","1073686297","無所属","投手","先発","中継ぎ","右","右","185","76","32","1987-10-20","登録なし","無所属","日本人選手","2019","楽天","ドラフト1位","立教大","2010年","41","4年11日","591","4年11日","591","4年11日","591","4年11日","591","7年","424","424","9年","714","714","N","18.3","25","27.5","35","15.0","15.0","15.0","10.0","3","無所属","戸村","Kenji Tomura","戸村　健次","戸村　健次","トムラ　ケンジ","Kenji Tomura","","","","日本","無所属","楽天","立教大","","","0","81985131","","15","15","15","10","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","32",""
"1073221756","島井　寛仁","シマイ　ヒロヒト","プロ(楽天)","不明","1073686297","無所属","外野手","左翼手","右翼手","右","右","174","70","29","1990-06-19","登録なし","無所属","日本人選手","2019","楽天","ドラフト5位","熊本ゴールデンラークス","2013年","38","1年31日","176","1年31日","176","1年31日","176","1年31日","176","7年","839","839","9年","1129","1129","N","12.5","20","23.3","35","15.0","15.0","15.0","15.0","4","無所属","島井","Hirohito Shimai","島井　寛仁","島井　寛仁","シマイ　ヒロヒト","Hirohito Shimai","","","","日本","無所属","楽天","無所属","","","0","71775137","","15","15","15","15","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","2018-01-29","2017-01-30","29",""
"1073221790","内田　靖人","ウチダ　ヤスヒト","プロ(楽天)","楽天","210606393","楽天","内野手","三塁手","一塁手","右","右","185","86","24","1995-05-30","支配下","2軍","日本人選手","2019","楽天","ドラフト2巡目","常総学院","2014年","5","1年20日","165","1年20日","165","1年20日","165","1年20日","165","7年","850","850","9年","1140","1140","N","9.3","15","25.0","35","15.0","20.0","25.0","30.0","7","パ・リーグ","内田","Yasuhito Uchida","内田　靖人","内田　靖人","ウチダ　ヤスヒト","Yasuhito Uchida","","","","日本","楽天","常総学院","いわき松風クラブ（軟式）","","","1","01305139","","15","20","25","30","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","24","36"
"1073224048","小郷　裕哉","オゴウ　ユウヤ","プロ(楽天)","楽天","210606393","楽天","外野手","右翼手","なし","右","左","178","85","23","1996-08-03","支配下","2軍","日本人選手","2019","楽天","ドラフト7位","立正大","2019年","58","58日","58","58日","58","58日","58","58日","58","7年","957","957","9年","1247","1247","N","15.0","20","0.0","","15.0","20.0","25.0","25.0","2","パ・リーグ","小郷","Yuya Ogo","小郷　裕哉","小郷　裕哉","オゴウ　ユウヤ","Yuya Ogo","","","","日本","楽天","立正大","関西","","","0","81385138","","15","20","25","25","","25.0","30.0","35.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","25","30","35","35","","","","","","","","","23","51"
"1073217703","釜田　佳直","カマタ　ヨシナオ","プロ(楽天)","楽天","210606393","楽天","投手","中継ぎ","先発","右","右","177","77","26","1993-10-26","支配下","2軍","日本人選手","2019","楽天","ドラフト2位","金沢","2012年","5","3年0日","435","3年0日","435","3年0日","435","3年0日","435","8年","725","725","9年","870","870","N","12.5","20","40.0","40","10.0","20.0","25.0","30.0","2","パ・リーグ","釜田","Yoshinao Kamata","釜田　佳直","釜田　佳直","カマタ　ヨシナオ","Yoshinao Kamata","","","","日本","楽天","金沢","","","","0","31535135","","10","20","25","30","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","26","21"
"752810065","瀧中　瞭太","タキナカ　リョウタ","プロ(楽天)","楽天","210606393","楽天","投手","中継ぎ","なし","右","右","180","93","25","1994-12-20","支配下","2軍","日本人選手","2019","楽天","ドラフト6位","Honda鈴鹿","2020年","","","","","","","","","","","","","","","","N","30.0","30","0.0","","0.0","0.0","0.0","0.0","1","パ・リーグ","瀧中","Ryota Takinaka","瀧中　瞭太","瀧中　瞭太","タキナカ　リョウタ","Ryota Takinaka","","","","日本","楽天","Honda鈴鹿","龍谷大","","","0","","","","","","","","0.0","30.0","30.0","35.0","35.0","0.0","0.0","0.0","0.0","0.0","","30","30","35","35","","","","","","","","25","57"
"1002823961","石橋　良太","イシバシ　リョウタ","プロ(楽天)","楽天","210606393","楽天","投手","中継ぎ","先発","右","左","175","77","28","1991-06-06","支配下","2軍","日本人選手","2019","楽天","ドラフト5巡目","Honda","2016年","159","1年38日","183","1年38日","183","1年38日","183","1年38日","183","7年","832","832","9年","1122","1122","N","10.0","15","15.0","15","0.0","20.0","30.0","35.0","2","パ・リーグ","石橋","Ryota Ishibashi","石橋　良太","石橋　良太","イシバシ　リョウタ","Ryota Ishibashi","","","","日本","楽天","無所属","楽天","","","0","71375132","","","20","30","35","","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40","","","","","","","","","","2018-07-27","2018-01-31","28","60"
"1011850533","池田　隆英","イケダ　タカヒデ","プロ(楽天)","楽天","210606393","楽天","投手","先発","なし","右","右","181","85","25","1994-10-01","育成","2軍","日本人選手","2019","楽天","ドラフト2巡目","創価大","2017年","0","62日","62","62日","62","62日","62","62日","62","7年","953","953","9年","1243","1243","N","15.5","25","26.3","30","0.0","0.0","25.8","30.0","10","パ・リーグ","池田","Takahide Ikeda","池田　隆英","池田　隆英","イケダ　タカヒデ","Takahide Ikeda","","","","日本","楽天","無所属","楽天","","","0","01105134","","","","30","35","","31.7","34.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40","40","","","","","","","","","","","25","130"
"1073216926","渡辺　直人","ワタナベ　ナオト","プロ(楽天)","楽天","210606393","楽天","内野手","三塁手","三塁手","右","右","173","73","39","1980-10-15","支配下","2軍","日本人選手","2019","楽天","大学生・社会人ドラフト5巡目","三菱ふそう川崎","2007年","85","12年42日","1782","12年42日","1782","12年42日","1782","12年42日","1782","8年","0","0","9年","0","0","N","30.0","35","30.0","30","0.0","25.0","25.0","20.0","2","パ・リーグ","渡辺直","Naoto Watanabe","渡辺　直人","渡辺　直人","ワタナベ　ナオト","Naoto Watanabe","","","","日本","楽天","無所属","西武","","","0","81885114","","","25","25","20","","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20","","","","","","","","","","","","39","26"
"1073217173","岸　孝之","キシ　タカユキ","プロ(楽天)","楽天","210606393","楽天","投手","先発","なし","右","右","180","77","35","1984-12-04","支配下","2軍","日本人選手","2019","西武","大学生・社会人ドラフト希望枠","東北学院大","2007年","100","12年90日","1830","12年90日","1830","2年100日","390","2年100日","390","4年","190","190","4年","190","190","N","40.0","45","45.0","45","0.0","0.0","37.5","37.5","3","パ・リーグ","岸","Takayuki Kishi","岸　孝之","岸　孝之","キシ　タカユキ","Takayuki Kishi","","","","日本","楽天","西武","東北学院大","","","1","91795114","","","","40","40","","32.5","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35","30","","","","","","","","","","","35","11"
"1073217180","涌井　秀章","ワクイ　ヒデアキ","プロ(楽天)","楽天","210606393","楽天","投手","先発","中継ぎ","右","右","185","85","33","1986-06-21","支配下","2軍","日本人選手","2019","西武","ドラフト1巡目","横浜高","2005年","114","14年36日","2066","14年36日","2066","1年114日","259","1年114日","259","4年","321","321","4年","321","321","N","22.5","25","32.5","35","0.0","0.0","0.0","0.0","2","パ・リーグ","涌井","Hideaki Wakui","涌井　秀章","","","Hideaki Wakui","","","","日本","楽天","ロッテ","西武","","","0","31635110","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","33","16"
"1073217193","浅村　栄斗","アサムラ　ヒデト","プロ(楽天)","楽天","210606393","楽天","内野手","二塁手","一塁手","右","右","182","90","29","1990-11-12","支配下","2軍","日本人選手","2019","西武","ドラフト3位","大阪桐蔭","2009年","193","9年82日","1387","9年82日","1387","1年0日","145","1年0日","145","4年","435","435","4年","435","435","N","0.0","","0.0","","0.0","0.0","0.0","0.0","0","パ・リーグ","浅村","Hideto Asamura","浅村　栄斗","","","Hideto Asamura","","","","日本","楽天","西武","大阪桐蔭","","","0","51155118","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","29","3"
"1073217196","牧田　和久","マキタ　カズヒサ","プロ(楽天)","楽天","210606393","楽天","投手","先発","なし","右","右","177","82","35","1984-11-10","登録なし","無所属","日本人選手","2019","西武","ドラフト2位","日本通運","2011年","","","","7年0日","1015","","","7年0日","1015","7年","","0","9年","","290","N","0.0","","0.0","","0.0","0.0","0.0","0.0","0","パ・リーグ","牧田","Kazuhisa Makita","牧田　和久","","","Kazuhisa Makita","","","","日本","楽天","San Diego","西武","","","0","41445133","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","35","22"
